id,category,question,expected_answer,generated_answer,term_recall,matched_terms,unsupported_facts,accuracy,completeness,hallucination_free,source_reference
cost_11,cost,"Информатика и вычислительная техника, сколько стоит год, я не нашел строку",один год по программе Информатика и вычислительная техника в Москве стоит 540 тыс руб,"6 Направление подготовки 09.03.01 Информатика и вычислительная техника естествознание/ компьютерные
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",0.5,['информатика и вычислительная техника'],[],0,0.5,1,1
cost_12,cost,"Программная инженерия, цена за год в Москве, только по делу",один год по программе Программная инженерия в Москве стоит 800 тыс руб,"60 Направление подготовки 09.03.04 Программная инженерия алгебра и начала математическог
Источник: Приложение 1.pdf",0.5,['программная инженерия'],[],0,0.5,1,1
cost_13,cost,"Дизайн и разработка инфопродуктов, сколько в год, Москва ВШЭ",один год по программе Дизайн и разработка информационных продуктов в Москве стоит 780 тыс руб,"– «Юриспруденция: правовое регулирование бизнеса» по направлению подготовки 40.03.01 Юриспруденция (НИУ ВШЭ (г. Москва)); – «Программная
Источник: Правила_приема_бак_2026_принятые_изменения_v12.pdf",0.0,[],[],0,0.0,1,1
cost_14,cost,"Разработка игр и цифровых продуктов, сколько платить за год обучения",один год по программе Разработка игр и цифровых продуктов в Москве стоит 850 тыс руб,"по программам бакалавриата и программам специалитета, результаты ЕГЭ действительны четыре года, следующих за годом получения таких результатов. Только ЕГЭ, за исключением образовательных программ, по которым дополнительно к ЕГЭ будет творческий конкурс. Это программы «Дизайн», «Разработка игр и цифровых продуктов» (Направление подготовки 54.03.01 Дизайн), «Мода», «Журналистика», «Актер» и «Кинопроизводство». Помните, что именно на эти программы приём документов заканчивается чуть раньше, чем на остальные, сроки приема документов можно уточнить в схемах поступления, которые размещены здесь. Да. Абитуриенты с инвалидностью (как, впрочем, и другие абитуриенты, имеющие право на испытания в рамка Фрагмент 4
Источник: Приложение 1.pdf",0.5,['разработка игр и цифровых продуктов'],[],0,0.5,1,1
cost_15,cost,"Информационная безопасность, год обучения сколько стоит в Москве",один год по программе Информационная безопасность в Москве стоит 590 тыс руб,"т широкий выбор — более 200 программ из различных областей во всех кампусах. При этом НИУ ВШЭ не стоит на месте и ежегодно открывает новые программы, среди которых уже можно найти: «Информационная безопасность систем искусственного интеллекта» (Москва); «Нейробиология» (Москва);
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",0.5,['информационная безопасность'],[],0,0.5,1,1
cost_16,cost,"Инфокоммуникации и системы связи, какой ценник за год в Москве",один год по программе Инфокоммуникационные технологии и системы связи в Москве стоит 500 тыс руб,"60 Направление подготовки 11.03.02 Инфокоммуникационные технологии и системы связи естествознание/ компьютерные
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",0.5,['инфокоммуникационные технологии и системы связи'],[],0,0.5,1,1
cost_17,cost,"Психология в ВШЭ Москва, сколько стоит год, просто сумма",один год по программе Психология в Москве стоит 670 тыс руб,"т широкий выбор — более 200 программ из различных областей во всех кампусах. При этом НИУ ВШЭ не стоит на месте и ежегодно открывает новые программы, среди которых уже можно найти: «Информационная безопасность систем искусственного интеллекта» (Москва); «Нейробиология» (Москва);
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
cost_18,cost,"Экономика, стоимость за год в Москве, если можно без лишнего",один год по программе Экономика в Москве стоит 770 тыс руб,"льные достижения можно получить до 10 баллов. Подробнее здесь. Возможно, при наборе проходного балла, который устанавливается в процессе приёма документов. Статистика прошлых лет здесь, но из года в год данные меняются. При этом важно набрать не менее 50 баллов по каждому предмету ЕГЭ. Победители и призеры Всероссийской олимпиады школьников и некоторых олимпиад, входящих в Перечень олимпиад школьников, могут поступить на программу без вступительных испытаний. Также по результатам некоторых олимпиад вы можете зачесть максимальный балл за предмет. Подробнее: https://ba.hse.ru/olimpinfo. Только в том случае, если вы относитесь к одной из категорий абитуриентов, которые имеют право сдавать внутр
Источник: Порядок заселения в общежитие НИУ ВШЭ студентов 1 курса бакалавриата/специалитета набора 2025 года граждане РФ — Дирекция по управлению общежитиями, гостиницами, учебно-оздоровительными комплексами — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
cost_19,cost,"Экономика и анализ данных, сколько денег за один год обучения",один год по программе Экономика и анализ данных в Москве стоит 790 тыс руб,"23 Экономика и анализ данных 790 24
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",1.0,"['экономика и анализ данных', '790']",[],1,1.0,1,1
cost_20,cost,"Экономика и статистика, сколько стоит год, я перепроверяю",один год по программе Экономика и статистика в Москве стоит 660 тыс руб,"статистика 2026 года Платные места: с 20 июня по 12 августа
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",0.0,[],[],0,0.0,1,1
cost_21,cost,"Мировая экономика, цена за год обучения, Москва",один год по программе Мировая экономика в Москве стоит 780 тыс руб,"Фрагмент 1 мика
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",0.0,[],[],0,0.0,1,1
cost_22,cost,"Экономический анализ онлайн, сколько это стоит за год",один год по программе Экономический анализ онлайн в Москве стоит 510 тыс руб,"VII. Онлайн-программы Да, в Вышке есть 5 онлайн-программ: ""Компьютерные науки и анализ данных"", ""Экономический анализ"", ""Глобальные цифровые коммуникации"" в московском кампусе, а также ""Дизайн"" и ""Программные системы и автоматизация процессов разработки"" в Перми. Данные программы устроены точно так же, как и все офлайн-программы. Основное отличие онлайн-программ заключается в том, что занятия можно посещать, не выходя из дома, так как все занятия проводятся в онлайн-формате. Более того, записи лекций и семинаров Фрагмент 2
Источник: Часто задаваемые вопросы — 2025 – Абитуриентам бакалавриата – Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
cost_23,cost,"Маркетинг и рыночная аналитика, цена за год обучения в Москве",один год по программе Маркетинг и рыночная аналитика в Москве стоит 850 тыс руб,"28 Маркетинг и рыночная аналитика 850 29
Источник: 6.18-01_180225-3 Приложение 1_Москва.pdf",1.0,"['маркетинг и рыночная аналитика', '850']",[],1,1.0,1,1
cost_24,cost,"Управление бизнесом, сколько стоит год, Москва ВШЭ",один год по программе Управление бизнесом в Москве стоит 850 тыс руб,"т широкий выбор — более 200 программ из различных областей во всех кампусах. При этом НИУ ВШЭ не стоит на месте и ежегодно открывает новые программы, среди которых уже можно найти: «Информационная безопасность систем искусственного интеллекта» (Москва); «Нейробиология» (Москва);
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
cost_25,cost,"Госуправление, то есть ГМУ, сколько за год обучения в Москве",один год по программе Государственное и муниципальное управление в Москве стоит 550 тыс руб,"Внутри каждого раздела, как и в прошлые годы, может быть учтено только одно достижение, дающее абитуриенту максимально возможный балл. Итоговый балл за индивидуальные достижения должен соответствовать сумме баллов за три раздела, но не превышать 10. Однако есть исключение для поступающих по целевой квоте. За участие в мероприятиях заказчиков целевого обучения дополнительно начисляется пять баллов, то есть у абитуриента в сумме может быть до 15 баллов за индивидуальные достижения. Подробнее об индивидуальных достижениях — на страницах кампусов в Москве, Санкт-Петербурге, Нижнем Новгороде и Перми. Количество мест
Источник: Порядок заселения в общежитие НИУ ВШЭ студентов 1 курса бакалавриата/специалитета набора 2025 года граждане РФ — Дирекция по управлению общежитиями, гостиницами, учебно-оздоровительными комплексами — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
dates_01,dates,"По Компьютерной безопасности, когда можно подавать документы в 2026, отдельно бюджет и платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","ная безопасность 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_02,dates,"Математика, подскажи дедлайны приема документов в 2026, бюджет и платка","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","Нет, наличие художественных навыков не является обязательным условием поступления на программу, как и нет дополнительных вступитьных испытаний для поступления на программу. Проходные баллы на 2026 год будут известны после завершения приема документов. Но на странице Приемной комиссии бакалавриата (синяя строка Фрагмент 4
Источник: Приложение 1.pdf",0.2857142857142857,"['20', '2026']",[],0,0.2857142857142857,1,1
dates_03,dates,"Для ПМИ в 2026 какие даты приема документов, я хочу успеть на бюджет, но хочу знать и платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_04,dates,"Компьютерные науки и анализ данных онлайн, когда принимают документы в 2026, бюджет и платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","с 20 июня по 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_05,dates,"Прикладная математика, какие сроки подачи документов в 2026, чтобы не пролететь","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","60 Направление подготовки 01.03.04 Прикладная математика Бюджетные места: с 20 июня по 25 июля
Источник: Приложение 1.pdf",0.5714285714285714,"['20 июня', '25 июля', '20', '25']",[],0,0.5714285714285714,1,1
dates_06,dates,"Физика, даты приема документов в 2026, можно коротко бюджет и платка","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Приложение 1.pdf",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_07,dates,"Химия новых материалов, когда подаются документы в 2026, я путаю даты","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","60 Направление подготовки 04.03.02 Химия, физика и механика материалов молекулярная теория строения
Источник: Приложение 1.pdf",0.0,[],[],0,0.0,1,1
dates_08,dates,"Биотехнология клеточная и молекулярная, до какого числа можно подать в 2026 на бюджет и на платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","с 20 июня по 03 августа 2026 года 2026 года русский язык
Источник: Приложение 1.pdf",0.42857142857142855,"['20 июня', '20', '2026']",[],0,0.42857142857142855,1,1
dates_09,dates,"Когнитивная нейробиология, какие сроки приема документов в 2026, хочу понять крайний день","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Приложение 1.pdf",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_10,dates,"Городское планирование, сроки подачи в 2026, бюджет отдельно и платное отдельно","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","ания «Девелопмент и городское планирование» — бакалавриат по направлению подготовки 07.03.04 «Градостроительство», срок получения образования по этому стандарту при очной форме обучения составляет 5 лет. Для набора 2026 года планируется специализация на 3 курсе по следующим траекториям: - Девелопмент;
Источник: Приложение 1.pdf",0.2857142857142857,"['20', '2026']",[],0,0.2857142857142857,1,1
dates_11,dates,"ИВТ, когда открывается прием документов и когда закрывается в 2026, бюджет и платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","ть/ речевая среда 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_12,dates,"Программная инженерия, какие даты приема документов в 2026, чтобы я нормально спланировал","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_13,dates,"Дизайн и разработка инфопродуктов, подскажи сроки подачи документов в 2026, бюджет и платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","с 20 июня по 2026 года информатика компьютерные
Источник: Приложение 1.pdf",0.42857142857142855,"['20 июня', '20', '2026']",[],0,0.42857142857142855,1,1
dates_14,dates,"Разработка игр, какие сроки приема документов в 2026, хочу знать последний день","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Приложение 1.pdf",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_15,dates,"Информационная безопасность, сроки подачи документов в 2026, бюджет и платка","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","60 Направление подготовки 10.03.01 Информационная безопасность естествознание/ компьютерные
Источник: Приложение 1.pdf",0.0,[],[],0,0.0,1,1
dates_16,dates,"Инфокоммуникации и связь, когда можно подать документы в 2026, и когда уже поздно","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","ная безопасность 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_17,dates,"Психология, сроки приема документов в 2026, я боюсь пропустить бюджет","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Приложение 1.pdf",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_18,dates,"Экономика, когда принимают документы в 2026, отдельно бюджет и отдельно платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","экономика 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_19,dates,"Экономика и анализ данных, сроки подачи в 2026, скажи как в документе","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","язык 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_20,dates,"Экономика и статистика, подскажи даты приема документов в 2026, я хочу записать себе","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Информирование о приеме – 2026 – Абитуриентам бакалавриата – Национальный исследовательский университет «Высшая школа экономики»",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_21,dates,"Мировая экономика, какие сроки подачи документов в 2026, бюджет и платка","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","экономика 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_22,dates,"Экономический анализ онлайн, даты приема документов в 2026, просто период","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","Фрагмент 1 вившиеся образовательные программы в НИУ ВШЭ без ограничений по количеству, а для поступления потребуется справиться со вступительными испытаниями согласно расписанию. С этого года некоторые из них могут проходить в очном формате, а не только онлайн.
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",0.2857142857142857,"['20', '2026']",[],0,0.2857142857142857,1,1
dates_23,dates,"Маркетинг и аналитика, когда подаются документы в 2026, бюджет и платка","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","с 20 июня по 2026 года Платные места: с 20 июня по 12 августа
Источник: Приложение 1.pdf",0.7142857142857143,"['20 июня', '12 августа', '20', '2026', '12']",[],1,0.7142857142857143,1,1
dates_24,dates,"Управление бизнесом, сроки приема документов в 2026, чтобы я не тупил потом","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","12 августа — завершение приема документов на платные места. С 2026 года сроки окончания приема документов не зависят от наличия бюджетных мест на программе. Теперь ключевые даты для поступления на бюджетные и платные места различаются даже в рамках одной программы. Образовательные программы Абитуриенты бакалавриата/специалитета в этом году могут выбрать среди более чем 110 программ всех кампусов НИУ ВШЭ. Уже традиционно были открыты и новые программы, среди которых:
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",0.5714285714285714,"['12 августа', '20', '2026', '12']",[],0,0.5714285714285714,1,1
dates_25,dates,"ГМУ, то есть гос и муниципальное управление, когда можно подать документы в 2026, бюджет и платное","прием документов на бюджет идет с 20 июня по 25 июля 2026, а на платные места с 20 июня по 12 августа 2026","75 Направление подготовки 38.03.04 Государственное и муниципальное управление введение в общественные
Источник: Приложение 1.pdf",0.0,[],[],0,0.0,1,1
contacts_01,contacts,Какой телефон у приемной комиссии ВШЭ в Москве?,Телефоны приемной комиссии: (495) 771-32-42 и (495) 916-88-44.,"№2, с Дурасовского переулка) Режим работы Единой приемной: Пн.-Пт.: 09:30-19:00 Для обращений граждан в НИУ ВШЭ Справочная:
Источник: Контакты — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
contacts_02,contacts,Какой телефон у справочной НИУ ВШЭ?,Телефон справочной НИУ ВШЭ: +7 (495) 771-32-32.,"- Cайт: http://www.hse.ru/pr/press - Начальник отдела Пресс-службы НИУ ВШЭ Соколов Дмитрий Николаевич, dnsokolov@hse.ru Поддержка портала НИУ ВШЭ (hse.ru): - Сайт: portal.hse.ru
Источник: Контакты — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
contacts_03,contacts,Какая электронная почта приемной комиссии ВШЭ в Москве?,Электронная почта приемной комиссии НИУ ВШЭ в Москве: abitur@hse.ru.,"числе для обучения в филиалах НИУ ВШЭ, осуществляется в соответствии с Положением о приемной комиссии НИУ ВШЭ (далее – Приемная комиссия). 2 1.6. Официальные электронные адреса взаимодействия с Приемной комиссией
Источник: Правила_приема_бак_2026_принятые_изменения_v12.pdf",0.0,[],[],0,0.0,1,1
dormitory_01,dormitory,Кому из первокурсников ВШЭ в 2025 году обещали места в общежитиях?,"Места в общежитиях получат студенты-первокурсники, поступившие на бесплатные места в бакалавриате и специалитете Вышки в 2025 году.","и специалитете Вышки в 2025 году, получат места в общежитиях. К ним относятся все студенты бакалавриата и специалитета, поступившие на бюджетные места и места за счет НИУ ВШЭ, а также победители и призеры Всероссийской олимпиады школьников, поступившие на полностью платные программы. Остальным категориям иногородних первокурсников, которым не будут предоставлены места в общежитиях, будет предложена помощь по поиску комфортного жилья в городе, подробнее можно посмотреть здесь. Общежитие предоставляется всем иногородним абитуриентам, поступившим на бюджетные места. Расселение происходит в случайном порядке среди всех корпусов общежитий НИУ ВШЭ.
Источник: Часто задаваемые вопросы — 2025 – Абитуриентам бакалавриата – Национальный исследовательский университет «Высшая школа экономики»",0.5,"['общежитиях', '2025']",[],0,0.5,1,1
dormitory_02,dormitory,Где первокурсник получает направление на заселение в общежитие?,Направления на заселение выдаются автоматически через Личный кабинет абитуриента.,"Фрагмент 1 приказа о зачислении возможность распечатать направление на заселение в общежитие появится в Личном кабинете студента, если студент при подаче документов в Приемную комиссию указал на необходимость предоставления общежития.
Источник: Порядок заселения в общежитие НИУ ВШЭ студентов 1 курса бакалавриата/специалитета набора 2025 года граждане РФ — Дирекция по управлению общежитиями, гостиницами, учебно-оздоровительными комплексами — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
